ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
"MEMLING, Hans",St Jerome,https://www.wga.hu/html/m/memling/3mature5/28jerome.html,https://www.wga.hu/art/m/memling/3mature5/28jerome.jpg,web_gallery_mmemling3mature528jerome.jpg,"The legend of this fourth-century doctor of the Church only began to take shape in the thirteenth and fourteenth centuries. He was raised to the rank of cardinal, and given a faithful companion in the shape of a lion, from whose paw he was said to have removed a thorn. During his life as a hermit in the Syrian desert, Jerome sought to banish his sinful thoughts by chastising himself. The motif of the saint beating his chest with a stone was probably inspired by Italian examples, although no clear prototype springs to mind. Nevertheless, this still appears to be the first Netherlandish work to present on such a monumental scale a subject that was to become one of art's iconographical mainstays from the sixteenth century onwards. Interestingly, several similar paintings, possibly influenced by Memling, were produced in Bruges around this period and immediately afterwards. The saint kneels before a crucifix, bearded and bald, with the dark brown robe of the penitent about his naked body. His figure is tall and slim, and almost fills the foreground of the painting. Small, transparent droplets of blood well up from his bruised chest. His scarlet cardinal's cloak and hat lie on the ground behind him, as if he had just cast them off. The lion lies down faithfully beside him. The scene is enacted on a rocky plateau before a cave, which is the hermit's retreat.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St Jerome and the Lion,https://www.wga.hu/html/m/memling/3mature5/29jerome.html,https://www.wga.hu/art/m/memling/3mature5/29jerome.jpg,web_gallery_mmemling3mature529jerome.jpg,"This small panel was only discovered relatively recently (1945) and so does not feature in most of the Memling literature. Nevertheless, it is an interesting little work which corresponds fully with Memling's style and spatial approach. The composition derives from Rogier van der Weyden. It portrays the episode in which Jerome removes the thorn from the lion's paw. The architectural setting is a characteristic Memling invention. The scene is viewed through a heavy round arch in brown stone, positioned at an angle close to the picture plane. It is related to the more modest little arches in the wings containing the Allegory of True Love. The fairly heavily dotted little trees in the background also recall that work.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child Enthroned with Two Angels,https://www.wga.hu/html/m/memling/3mature5/32virgin.html,https://www.wga.hu/art/m/memling/3mature5/32virgin.jpg,web_gallery_mmemling3mature532virgin.jpg,"Three other variations of this Virgin and Child type appear in Memling's oeuvre. It is based on an invention of Rogier van der Weyden. The composition itself is most closely related to the Virgin Enthroned in Berlin, which also takes place in a room with two windows and a stone throne with volute armrests. The throne in St Osyth is not, however, white but amber coloured and is profusely decorated with tracery, foliage and trails, and little sculptures in white stone. The sculpture that tops the throne represents the archangel expelling Adam and Eve from the Garden of Eden. The link with the Incarnation as the work's principal theme is clear. Recent cleaning showed the painting to be less damaged than had initially been feared, and uncovered the uppermost part of the house that can be made out hazily through the stained glass of the right window. The style matches that of Memling's later works, produced from the end of the 1480s onwards.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child with Sts James and Dominic,https://www.wga.hu/html/m/memling/3mature5/33virgi.html,https://www.wga.hu/art/m/memling/3mature5/33virgi.jpg,web_gallery_mmemling3mature533virgi.jpg,,1451-1500,Oil on panel,200.0
"MEMLING, Hans",Virgin and Child with Sts James and Dominic (detail),https://www.wga.hu/html/m/memling/3mature5/33virgi1.html,https://www.wga.hu/art/m/memling/3mature5/33virgi1.jpg,web_gallery_mmemling3mature533virgi1.jpg,The detail shows St James.,1451-1500,Oil on panel,200.0
"MEMLING, Hans",Virgin and Child with Sts James and Dominic (detail),https://www.wga.hu/html/m/memling/3mature5/33virgi2.html,https://www.wga.hu/art/m/memling/3mature5/33virgi2.jpg,web_gallery_mmemling3mature533virgi2.jpg,The detail shows St Dominic.,1451-1500,Oil on panel,200.0
"MEMLING, Hans",Virgin Suckling the Child,https://www.wga.hu/html/m/memling/3mature6/35tondo.html,https://www.wga.hu/art/m/memling/3mature6/35tondo.jpg,web_gallery_mmemling3mature635tondo.jpg,"Another autograph version of this small painting is in the Metropolitan Museum, New York. Both tondos are roughly the same size and their composition is probably based on a lost tondo by the Master of Flémalle with the same dimensions. There is a whole series of versions of roughly the same type and format. In some cases the Virgin is facing to the left and in others to the right, which suggests the use of cartoons or tracings. The example closest in style to Flémalle, which might be a fairly faithful copy of the prototype, is a version facing to the right in Philadelphia. This tondo prototype was derived in turn from the life-sized Virgin of Frankfurt (Städelsches Kunstinstitut), a key work of the Master of Flémalle.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St Ursula Shrine: Arrival in Cologne (scene 1),https://www.wga.hu/html/m/memling/4ursula/36ursu01.html,https://www.wga.hu/art/m/memling/4ursula/36ursu01.jpg,web_gallery_mmemling4ursula36ursu01.jpg,1. Arrival in Cologne,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St Ursula Shrine: Arrival in Basel (scene 2),https://www.wga.hu/html/m/memling/4ursula/36ursu02.html,https://www.wga.hu/art/m/memling/4ursula/36ursu02.jpg,web_gallery_mmemling4ursula36ursu02.jpg,2. Arrival in Basel,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St Ursula Shrine: Arrival in Rome (scene 3),https://www.wga.hu/html/m/memling/4ursula/36ursu03.html,https://www.wga.hu/art/m/memling/4ursula/36ursu03.jpg,web_gallery_mmemling4ursula36ursu03.jpg,3. Arrival in Rome,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St Ursula Shrine: Departure from Basel (scene 4),https://www.wga.hu/html/m/memling/4ursula/36ursu04.html,https://www.wga.hu/art/m/memling/4ursula/36ursu04.jpg,web_gallery_mmemling4ursula36ursu04.jpg,4. Departure from Basel,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St Ursula Shrine: Martyrdom (scene 5),https://www.wga.hu/html/m/memling/4ursula/36ursu05.html,https://www.wga.hu/art/m/memling/4ursula/36ursu05.jpg,web_gallery_mmemling4ursula36ursu05.jpg,5. Martyrdom in Cologne,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St Ursula Shrine: Martyrdom (scene 6),https://www.wga.hu/html/m/memling/4ursula/36ursu06.html,https://www.wga.hu/art/m/memling/4ursula/36ursu06.jpg,web_gallery_mmemling4ursula36ursu06.jpg,6. Martyrdom in Cologne,1451-1500,Oil on panel,200.0
"MEMLING, Hans",Standing Virgin and Child,https://www.wga.hu/html/m/memling/5late/37frag2.html,https://www.wga.hu/art/m/memling/5late/37frag2.jpg,web_gallery_mmemling5late37frag2.jpg,"A number of correspondences, including dimensions, origins and inscriptions prove that the three fragments In Bucharest (the Standing Virgin and Child and the two panels with donors) belong together. They were cut down to matching size obviously before 1656. The Virgin, who is clearly standing up as she reaches the height of the column capitals and does not have the Child on her lap, has been cut in half. The donors, who are kneeling, have been trimmed at the top and bottom to more or less the same height. It is extremely difficult after so much time to determine why the painting was mutilated in this way. The darker colour to the man's right, and above all the red drapery to the woman's left, seem to be original, at least in part and are thus likely to be remnants of the patron saints who originally stood alongside the donors . The hypothesis that the three paintings originally belonged to a single fixed panel is strengthened by the half dowel-holes that are still to be seen on the inner edges of the portraits. The three panels are thus fragments of the original vertical planks of the painting, which were linked by internal dowel pegs. We ought, therefore, to imagine a composition similar to the Virgin with donor in Ottawa, but with an extra figure on the opposite side. If there was a little more space above the Virgin, the original panel must have measured roughly 100 x 100 cm.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Standing Virgin and Child (detail),https://www.wga.hu/html/m/memling/5late/37frag21.html,https://www.wga.hu/art/m/memling/5late/37frag21.jpg,web_gallery_mmemling5late37frag21.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child,https://www.wga.hu/html/m/memling/6copies/0341virg.html,https://www.wga.hu/art/m/memling/6copies/0341virg.jpg,web_gallery_mmemling6copies0341virg.jpg,"Although this little work is abraded in places, its original delicate quality can still be observed in the sharp features, the thin shapes of the limbs and hand and the fine folds. However, it cannot be a Memling. Neither the facial type nor the weak, doll-like structure bears witness to his hand. It is one of those Virgin-and-Child compositions in the manner of the master which may be based on a Memling prototype. This prototype would then most likely be situated early in his career, around the time of the New York tondo or the Virgin of the Wernher Collection. Roughly of the same type, but full-length, is Memling's Granada Virgin. And the golden background with dark clouds is reminiscent of the wings with an Angel with an olive-branch and an Angel with a sword (Paris-London).",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin with the Child Reaching for his Toe,https://www.wga.hu/html/m/memling/6copies/0442virg.html,https://www.wga.hu/art/m/memling/6copies/0442virg.jpg,web_gallery_mmemling6copies0442virg.jpg,"The Virgin is in a loggia contained at the back by two small columns in reddish-brown marble and offering a view onto a wooded landscape. In front, on a parapet cut across by the edge of the painting, the Infant Christ sits on a cloth. He is restrained by the Virgin's left hand and from her right hand he is about to receive an apple, while with his own right hand he playfully reaches for his toe.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans","St Andrew (left wing of a diptych, reverse)",https://www.wga.hu/html/m/memling/6copies/0785stan.html,https://www.wga.hu/art/m/memling/6copies/0785stan.jpg,web_gallery_mmemling6copies0785stan.jpg,The picture shows the reverse of the panel depicting the Deposition. It is a copy after Hans Memling.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Carrying the Cross,https://www.wga.hu/html/m/memling/6copies/08notri3.html,https://www.wga.hu/art/m/memling/6copies/08notri3.jpg,web_gallery_mmemling6copies08notri3.jpg,"The painting is the left panel of a triptych, the central panel being the Crucifixion, the right panel the Resurrection, all in the Budapest Museum. The dog and the frog in the foreground is a motif frequently occurring in the painting of Bruges.",1451-1500,Oil on oak,200.0
"MEMLING, Hans",Virgin and Child,https://www.wga.hu/html/m/memling/6copies/09novirg_c.html,https://www.wga.hu/art/m/memling/6copies/09novirg_c.jpg,web_gallery_mmemling6copies09novirg_c.jpg,,1451-1500,Oil on wood,200.0
"MÉNAGEOT, François-Guillaume",The Martyrdom of St Sebastian,https://www.wga.hu/html/m/menageot/sebastia.html,https://www.wga.hu/art/m/menageot/sebastia.jpg,web_gallery_mmenageotsebastia.jpg,,1751-1800,Oil on canvas,200.0
"MENESES OSORIO, Francisco",The Virgin of the Assumption,https://www.wga.hu/html/m/meneses/assumpti.html,https://www.wga.hu/art/m/meneses/assumpti.jpg,web_gallery_mmenesesassumpti.jpg,,1651-1700,Oil on canvas,200.0
"MENGS, Anton Raphael",The Holy Family with the Infant St John the Baptist,https://www.wga.hu/html/m/mengs/h_family.html,https://www.wga.hu/art/m/mengs/h_family.jpg,web_gallery_mmengsh_family.jpg,"This painting was commissioned from Mengs by the 3rd Earl Cowper, before the artist's departure from Rome to Spain in August 1761. The painting was probably completed in Spain in 1763.",1751-1800,Oil on canvas,200.0
"MENGS, Anton Raphael",The Holy Family,https://www.wga.hu/html/m/mengs/holyfami.html,https://www.wga.hu/art/m/mengs/holyfami.jpg,web_gallery_mmengsholyfami.jpg,"The artist used a single colour, gray, and used the various shades of this colour to create a total pictorial illusion.",1751-1800,Oil on canvas,200.0
"MENGS, Anton Raphael",The Penitent Magdalene,https://www.wga.hu/html/m/mengs/magdalen.html,https://www.wga.hu/art/m/mengs/magdalen.jpg,web_gallery_mmengsmagdalen.jpg,"Anton Raphael Mengs painted this picture in 1752 in Rome, and it led to his admittance to the Accademia di San Luca. Later he tackled the subject on numerous occasions, and in very different ways. In this version elegance and an expression of great sensitivity are combined with reminiscences of sixteenth- and seventeenth-century painting, along with echoes of Classicism in the drapery and the landscape.",1751-1800,Oil on canvas,200.0
"MENGS, Anton Raphael",St John the Baptist,https://www.wga.hu/html/m/mengs/st_john.html,https://www.wga.hu/art/m/mengs/st_john.jpg,web_gallery_mmengsst_john.jpg,"This painting is a reduced version of a larger painting (208 x 153 cm) now in The Hermitage, Saint Petersburg.",1751-1800,Oil on canvas,200.0
"MERANO, Giovanni Battista",The Holy Family Served by Angels,https://www.wga.hu/html/m/merano/holyfami.html,https://www.wga.hu/art/m/merano/holyfami.jpg,web_gallery_mmeranoholyfami.jpg,,1651-1700,Oil on canvas,200.0
"MIERIS, Willem van",Penitent Mary Magdalene,https://www.wga.hu/html/m/mieris/willem/magdalen.html,https://www.wga.hu/art/m/mieris/willem/magdalen.jpg,web_gallery_mmieriswillemmagdalen.jpg,"Van Mieris depicts Mary Magdalene with her hair worn down, her soft locks flowing over her bare shoulder and her right breast tantalisingly revealed. This revealing state of undress was a particular iconography associated with Mary Magdalene. The motif of one bare breast was particularly popular in art of the seventeenth-century.",1701-1750,Oil on panel,200.0
